Bicyclestop-ID,District_ID,Zipcode,District
5182689,15,28037,ciudad lineal
96873,16,28043,hortaleza
5182690,15,28037,ciudad lineal
458301,9,28008,moncloa-aravaca
5182691,15,28037,ciudad lineal
458372,8,28029,fuencarral-el pardo
5182895,15,28037,ciudad lineal
98686,20,28022,san blas-canillejas
458375,8,28029,fuencarral-el pardo
5182934,15,28037,ciudad lineal
98681,20,28022,san blas-canillejas
7143530,9,28008,moncloa-aravaca
5182936,15,28037,ciudad lineal
60412,16,28043,hortaleza
98688,15,28037,ciudad lineal
457859,9,28008,moncloa-aravaca
61947,20,28022,san blas-canillejas
62932,20,28022,san blas-canillejas
63444,20,28022,san blas-canillejas
63447,20,28022,san blas-canillejas
458381,8,28029,fuencarral-el pardo
63462,20,28022,san blas-canillejas
98722,15,28037,ciudad lineal
99112,15,28037,ciudad lineal
458386,8,28029,fuencarral-el pardo
458388,8,28029,fuencarral-el pardo
78769,16,28043,hortaleza
78767,16,28043,hortaleza
63465,20,28022,san blas-canillejas
457531,10,28044,latina
63467,20,28022,san blas-canillejas
98626,20,28022,san blas-canillejas
65534,16,28043,hortaleza
457545,10,28044,latina
457806,9,28008,moncloa-aravaca
457622,9,28008,moncloa-aravaca
98655,15,28037,ciudad lineal
67865,21,28042,barajas
458274,8,28029,fuencarral-el pardo
69315,15,28037,ciudad lineal
458304,9,28008,moncloa-aravaca
7180214,16,28043,hortaleza
7180276,15,28037,ciudad lineal
457435,10,28044,latina
98652,15,28037,ciudad lineal
457441,10,28044,latina
72241,20,28022,san blas-canillejas
457448,10,28044,latina
457620,9,28008,moncloa-aravaca
76174,20,28022,san blas-canillejas
457629,9,28008,moncloa-aravaca
76182,20,28022,san blas-canillejas
458271,8,28029,fuencarral-el pardo
78461,16,28043,hortaleza
78772,16,28043,hortaleza
458276,9,28008,moncloa-aravaca
8035559,20,28022,san blas-canillejas
73201,15,28037,ciudad lineal
8035595,20,28022,san blas-canillejas
458278,9,28008,moncloa-aravaca
8035621,20,28022,san blas-canillejas
8035645,20,28022,san blas-canillejas
94479,21,28042,barajas
98670,15,28037,ciudad lineal
457533,10,28044,latina
8732359,15,28037,ciudad lineal
458384,8,28029,fuencarral-el pardo
8408024,8,28029,fuencarral-el pardo
457664,9,28008,moncloa-aravaca
8766930,16,28043,hortaleza
457536,10,28044,latina
457540,10,28044,latina
8766940,16,28043,hortaleza
8766979,16,28043,hortaleza
7183997,8,28029,fuencarral-el pardo
8766999,16,28043,hortaleza
8767065,16,28043,hortaleza
8767066,16,28043,hortaleza
7361664,8,28029,fuencarral-el pardo
60407,16,28043,hortaleza
7603368,9,28008,moncloa-aravaca
73112,16,28043,hortaleza
73168,15,28037,ciudad lineal
8767067,16,28043,hortaleza
76190,15,28037,ciudad lineal
8767072,16,28043,hortaleza
8767200,16,28043,hortaleza
78458,16,28043,hortaleza
98367,16,28043,hortaleza
98369,16,28043,hortaleza
7887363,10,28044,latina
98563,20,28022,san blas-canillejas
7933041,10,28044,latina
7954096,10,28044,latina
98564,20,28022,san blas-canillejas
7982811,8,28029,fuencarral-el pardo
7183998,8,28029,fuencarral-el pardo
7361665,8,28029,fuencarral-el pardo
7603369,9,28008,moncloa-aravaca
94483,21,28042,barajas
94484,21,28042,barajas
457468,10,28044,latina
94520,20,28022,san blas-canillejas
94529,20,28022,san blas-canillejas
7183999,8,28029,fuencarral-el pardo
7184000,8,28029,fuencarral-el pardo
94527,20,28022,san blas-canillejas
94554,20,28022,san blas-canillejas
94553,20,28022,san blas-canillejas
7184004,8,28029,fuencarral-el pardo
94864,15,28037,ciudad lineal
7252498,8,28029,fuencarral-el pardo
7184005,8,28029,fuencarral-el pardo
96876,16,28043,hortaleza
7184006,8,28029,fuencarral-el pardo
7184007,8,28029,fuencarral-el pardo
7184008,8,28029,fuencarral-el pardo
96878,16,28043,hortaleza
211089,8,28029,fuencarral-el pardo
211109,8,28029,fuencarral-el pardo
98683,20,28022,san blas-canillejas
98684,20,28022,san blas-canillejas
212289,8,28029,fuencarral-el pardo
212291,8,28029,fuencarral-el pardo
224507,8,28029,fuencarral-el pardo
98727,15,28037,ciudad lineal
98729,15,28037,ciudad lineal
99110,15,28037,ciudad lineal
232890,10,28044,latina
73045,16,28043,hortaleza
7184010,8,28029,fuencarral-el pardo
7184032,8,28029,fuencarral-el pardo
7184033,8,28029,fuencarral-el pardo
73192,16,28043,hortaleza
7184034,8,28029,fuencarral-el pardo
73195,21,28042,barajas
7184035,8,28029,fuencarral-el pardo
7180316,9,28008,moncloa-aravaca
7184036,8,28029,fuencarral-el pardo
7180317,9,28008,moncloa-aravaca
7180318,9,28008,moncloa-aravaca
7180319,9,28008,moncloa-aravaca
7180320,9,28008,moncloa-aravaca
7184041,10,28044,latina
7180321,9,28008,moncloa-aravaca
7184042,10,28044,latina
7180323,10,28044,latina
7180324,10,28044,latina
7180325,10,28044,latina
7184046,10,28044,latina
7180326,10,28044,latina
7184047,10,28044,latina
7180327,10,28044,latina
7887364,10,28044,latina
7603371,9,28008,moncloa-aravaca
7603507,9,28008,moncloa-aravaca
7603508,9,28008,moncloa-aravaca
7603509,9,28008,moncloa-aravaca
7603510,9,28008,moncloa-aravaca
7933042,10,28044,latina
7954097,10,28044,latina
7982812,8,28029,fuencarral-el pardo
8408213,8,28029,fuencarral-el pardo
8620478,10,28044,latina
7933043,10,28044,latina
7954098,10,28044,latina
7982813,8,28029,fuencarral-el pardo
8408215,8,28029,fuencarral-el pardo
457408,10,28044,latina
457413,10,28044,latina
457420,10,28044,latina
457436,10,28044,latina
457443,10,28044,latina
457410,10,28044,latina
457417,10,28044,latina
457427,10,28044,latina
457451,10,28044,latina
457453,10,28044,latina
457454,10,28044,latina
457463,10,28044,latina
457464,10,28044,latina
457469,10,28044,latina
457470,10,28044,latina
457473,10,28044,latina
457477,10,28044,latina
457479,10,28044,latina
457481,10,28044,latina
457484,10,28044,latina
457490,10,28044,latina
457495,10,28044,latina
457510,10,28044,latina
457547,10,28044,latina
457589,10,28044,latina
457595,10,28044,latina
457610,10,28044,latina
457613,9,28008,moncloa-aravaca
457623,9,28008,moncloa-aravaca
457652,9,28008,moncloa-aravaca
457655,9,28008,moncloa-aravaca
457684,9,28008,moncloa-aravaca
457700,9,28008,moncloa-aravaca
457718,9,28008,moncloa-aravaca
457733,9,28008,moncloa-aravaca
457740,9,28008,moncloa-aravaca
457745,9,28008,moncloa-aravaca
457761,9,28008,moncloa-aravaca
457821,9,28008,moncloa-aravaca
457839,9,28008,moncloa-aravaca
457895,8,28029,fuencarral-el pardo
457898,8,28029,fuencarral-el pardo
457901,8,28029,fuencarral-el pardo
457907,8,28029,fuencarral-el pardo
457909,8,28029,fuencarral-el pardo
457912,8,28029,fuencarral-el pardo
457913,8,28029,fuencarral-el pardo
457915,8,28029,fuencarral-el pardo
457916,8,28029,fuencarral-el pardo
457922,8,28029,fuencarral-el pardo
457926,8,28029,fuencarral-el pardo
457929,8,28029,fuencarral-el pardo
457930,8,28029,fuencarral-el pardo
457936,8,28029,fuencarral-el pardo
457941,8,28029,fuencarral-el pardo
457944,8,28029,fuencarral-el pardo
457946,8,28029,fuencarral-el pardo
457949,8,28029,fuencarral-el pardo
457954,8,28029,fuencarral-el pardo
457957,8,28029,fuencarral-el pardo
457962,8,28029,fuencarral-el pardo
8781502,8,28029,fuencarral-el pardo
457965,8,28029,fuencarral-el pardo
8781501,8,28029,fuencarral-el pardo
457966,8,28029,fuencarral-el pardo
8781500,8,28029,fuencarral-el pardo
457969,8,28029,fuencarral-el pardo
457973,8,28029,fuencarral-el pardo
8781499,8,28029,fuencarral-el pardo
457974,8,28029,fuencarral-el pardo
457977,8,28029,fuencarral-el pardo
457979,8,28029,fuencarral-el pardo
8781494,8,28029,fuencarral-el pardo
457985,8,28029,fuencarral-el pardo
8781493,8,28029,fuencarral-el pardo
457986,8,28029,fuencarral-el pardo
457988,8,28029,fuencarral-el pardo
8780150,8,28029,fuencarral-el pardo
457991,8,28029,fuencarral-el pardo
8780149,8,28029,fuencarral-el pardo
457994,8,28029,fuencarral-el pardo
457996,8,28029,fuencarral-el pardo
8775349,9,28008,moncloa-aravaca
457999,8,28029,fuencarral-el pardo
458002,8,28029,fuencarral-el pardo
8775346,9,28008,moncloa-aravaca
458004,8,28029,fuencarral-el pardo
8775342,9,28008,moncloa-aravaca
458006,8,28029,fuencarral-el pardo
458010,8,28029,fuencarral-el pardo
8775340,9,28008,moncloa-aravaca
458014,8,28029,fuencarral-el pardo
458135,8,28029,fuencarral-el pardo
8775339,9,28008,moncloa-aravaca
458137,8,28029,fuencarral-el pardo
458140,8,28029,fuencarral-el pardo
458142,8,28029,fuencarral-el pardo
8742937,8,28029,fuencarral-el pardo
458144,8,28029,fuencarral-el pardo
8742936,8,28029,fuencarral-el pardo
458146,8,28029,fuencarral-el pardo
8742935,8,28029,fuencarral-el pardo
458147,8,28029,fuencarral-el pardo
458148,8,28029,fuencarral-el pardo
8742931,8,28029,fuencarral-el pardo
458150,8,28029,fuencarral-el pardo
8742930,8,28029,fuencarral-el pardo
458152,8,28029,fuencarral-el pardo
8742929,8,28029,fuencarral-el pardo
458154,8,28029,fuencarral-el pardo
458156,9,28008,moncloa-aravaca
458159,9,28008,moncloa-aravaca
8742928,8,28029,fuencarral-el pardo
458160,10,28044,latina
458173,8,28029,fuencarral-el pardo
8742911,8,28029,fuencarral-el pardo
8742907,8,28029,fuencarral-el pardo
458191,8,28029,fuencarral-el pardo
8742904,8,28029,fuencarral-el pardo
458193,8,28029,fuencarral-el pardo
7954099,10,28044,latina
8742900,8,28029,fuencarral-el pardo
7982814,8,28029,fuencarral-el pardo
8742853,8,28029,fuencarral-el pardo
8408217,8,28029,fuencarral-el pardo
8742846,8,28029,fuencarral-el pardo
8620479,10,28044,latina
8408220,8,28029,fuencarral-el pardo
8620480,10,28044,latina
8742842,8,28029,fuencarral-el pardo
7954100,10,28044,latina
7982815,8,28029,fuencarral-el pardo
8742840,8,28029,fuencarral-el pardo
8408223,8,28029,fuencarral-el pardo
8620481,10,28044,latina
8742812,8,28029,fuencarral-el pardo
8408225,8,28029,fuencarral-el pardo
8620482,10,28044,latina
8742811,8,28029,fuencarral-el pardo
8408228,8,28029,fuencarral-el pardo
8740734,8,28029,fuencarral-el pardo
8408231,8,28029,fuencarral-el pardo
8408234,8,28029,fuencarral-el pardo
8740733,8,28029,fuencarral-el pardo
8408236,8,28029,fuencarral-el pardo
8740732,8,28029,fuencarral-el pardo
8740725,8,28029,fuencarral-el pardo
8740643,8,28029,fuencarral-el pardo
8740638,8,28029,fuencarral-el pardo
8408239,8,28029,fuencarral-el pardo
8740637,8,28029,fuencarral-el pardo
8408242,8,28029,fuencarral-el pardo
8408244,8,28029,fuencarral-el pardo
8740633,8,28029,fuencarral-el pardo
8408291,8,28029,fuencarral-el pardo
8408370,8,28029,fuencarral-el pardo
8408373,8,28029,fuencarral-el pardo
8408375,8,28029,fuencarral-el pardo
8408379,8,28029,fuencarral-el pardo
8408809,8,28029,fuencarral-el pardo
8408810,8,28029,fuencarral-el pardo
8408812,8,28029,fuencarral-el pardo
8408813,8,28029,fuencarral-el pardo
8408912,8,28029,fuencarral-el pardo
8408914,8,28029,fuencarral-el pardo
8408917,8,28029,fuencarral-el pardo
8409036,8,28029,fuencarral-el pardo
8409039,8,28029,fuencarral-el pardo
8409042,8,28029,fuencarral-el pardo
8409045,8,28029,fuencarral-el pardo
8409163,8,28029,fuencarral-el pardo
8409166,8,28029,fuencarral-el pardo
8409169,8,28029,fuencarral-el pardo
8409173,8,28029,fuencarral-el pardo
8409499,8,28029,fuencarral-el pardo
8409502,8,28029,fuencarral-el pardo
8409505,8,28029,fuencarral-el pardo
8409507,8,28029,fuencarral-el pardo
458286,9,28008,moncloa-aravaca
458192,9,28008,moncloa-aravaca
457796,9,28008,moncloa-aravaca
458287,9,28008,moncloa-aravaca
458285,9,28008,moncloa-aravaca
458256,9,28008,moncloa-aravaca
458171,9,28008,moncloa-aravaca
458320,10,28044,latina
458321,10,28044,latina
458322,10,28044,latina
458143,10,28044,latina
458328,9,28008,moncloa-aravaca
458326,9,28008,moncloa-aravaca
458324,9,28008,moncloa-aravaca
201809,9,28008,moncloa-aravaca
457819,9,28008,moncloa-aravaca
457411,10,28044,latina
458149,8,28029,fuencarral-el pardo
4745558,8,28029,fuencarral-el pardo
4745562,8,28029,fuencarral-el pardo
4745563,8,28029,fuencarral-el pardo
4745565,8,28029,fuencarral-el pardo
4745566,8,28029,fuencarral-el pardo
4745557,8,28029,fuencarral-el pardo
4745559,8,28029,fuencarral-el pardo
4745564,8,28029,fuencarral-el pardo
457407,10,28044,latina
457406,10,28044,latina
457789,9,28008,moncloa-aravaca
457791,9,28008,moncloa-aravaca
457783,9,28008,moncloa-aravaca
457793,9,28008,moncloa-aravaca
4748549,9,28008,moncloa-aravaca
458136,8,28029,fuencarral-el pardo
458189,8,28029,fuencarral-el pardo
458197,9,28008,moncloa-aravaca
458195,9,28008,moncloa-aravaca
458185,9,28008,moncloa-aravaca
458145,10,28044,latina
458139,10,28044,latina
458134,10,28044,latina
4986038,9,28008,moncloa-aravaca
4988196,8,28029,fuencarral-el pardo
4988194,8,28029,fuencarral-el pardo
5087023,8,28029,fuencarral-el pardo
5087026,8,28029,fuencarral-el pardo
5087022,8,28029,fuencarral-el pardo
5087025,8,28029,fuencarral-el pardo
5135176,8,28029,fuencarral-el pardo
5213765,9,28008,moncloa-aravaca
5213766,9,28008,moncloa-aravaca
5213763,9,28008,moncloa-aravaca
5213768,9,28008,moncloa-aravaca
6741014,8,28029,fuencarral-el pardo
6741026,8,28029,fuencarral-el pardo
6741032,8,28029,fuencarral-el pardo
6741038,8,28029,fuencarral-el pardo
6741042,8,28029,fuencarral-el pardo
6822439,8,28029,fuencarral-el pardo
6823277,8,28029,fuencarral-el pardo
6823281,8,28029,fuencarral-el pardo
6823152,8,28029,fuencarral-el pardo
7947471,8,28029,fuencarral-el pardo
7947472,8,28029,fuencarral-el pardo
7947473,8,28029,fuencarral-el pardo
7947474,8,28029,fuencarral-el pardo
7947475,8,28029,fuencarral-el pardo
7947476,8,28029,fuencarral-el pardo
7947477,8,28029,fuencarral-el pardo
7947478,8,28029,fuencarral-el pardo
7947479,8,28029,fuencarral-el pardo
7947480,8,28029,fuencarral-el pardo
7124141,9,28008,moncloa-aravaca
7124142,9,28008,moncloa-aravaca
7124143,9,28008,moncloa-aravaca
7124144,9,28008,moncloa-aravaca
7143879,9,28008,moncloa-aravaca
7143880,9,28008,moncloa-aravaca
7143881,9,28008,moncloa-aravaca
7143882,9,28008,moncloa-aravaca
7143884,9,28008,moncloa-aravaca
7143886,9,28008,moncloa-aravaca
7143887,9,28008,moncloa-aravaca
7143889,9,28008,moncloa-aravaca
7143890,9,28008,moncloa-aravaca
7143891,9,28008,moncloa-aravaca
7143892,9,28008,moncloa-aravaca
7143894,9,28008,moncloa-aravaca
7143895,9,28008,moncloa-aravaca
7143896,9,28008,moncloa-aravaca
7143897,9,28008,moncloa-aravaca
8185838,7,28010,chamberi
8210121,7,28010,chamberi
8185835,7,28010,chamberi
8185848,7,28010,chamberi
8185844,7,28010,chamberi
7929917,7,28010,chamberi
8185839,7,28010,chamberi
367795,7,28010,chamberi
408904,7,28010,chamberi
413357,7,28010,chamberi
431435,7,28010,chamberi
458011,7,28010,chamberi
441479,7,28010,chamberi
7143899,9,28008,moncloa-aravaca
8798165,4,28001,salamanca
8798169,4,28001,salamanca
8798166,4,28001,salamanca
8798167,4,28001,salamanca
8798164,4,28001,salamanca
7143900,9,28008,moncloa-aravaca
7143901,9,28008,moncloa-aravaca
7143902,9,28008,moncloa-aravaca
392519,6,28020,tetuan
435715,6,28020,tetuan
457956,6,28020,tetuan
407380,6,28020,tetuan
439598,6,28020,tetuan
395146,6,28020,tetuan
432176,6,28020,tetuan
408055,6,28020,tetuan
407320,6,28020,tetuan
398527,6,28020,tetuan
7902133,6,28020,tetuan
402962,6,28020,tetuan
420384,6,28020,tetuan
389106,6,28020,tetuan
399596,6,28020,tetuan
8185864,6,28020,tetuan
8185862,6,28020,tetuan
8185858,6,28020,tetuan
8185863,6,28020,tetuan
8185861,6,28020,tetuan
7936421,6,28020,tetuan
7936423,6,28020,tetuan
7936422,6,28020,tetuan
7185638,6,28020,tetuan
7185639,6,28020,tetuan
7936419,6,28020,tetuan
7936420,6,28020,tetuan
7185632,6,28020,tetuan
7185633,6,28020,tetuan
7185637,6,28020,tetuan
7185636,6,28020,tetuan
7185635,6,28020,tetuan
7185630,6,28020,tetuan
7185629,6,28020,tetuan
7180160,6,28020,tetuan
7180157,6,28020,tetuan
7180156,6,28020,tetuan
7180152,6,28020,tetuan
7180158,6,28020,tetuan
7180159,6,28020,tetuan
7180154,6,28020,tetuan
7185628,6,28020,tetuan
7180153,6,28020,tetuan
7180155,6,28020,tetuan
7180151,6,28020,tetuan
7180127,6,28020,tetuan
7180125,6,28020,tetuan
7860646,6,28020,tetuan
7904897,6,28020,tetuan
7905031,6,28020,tetuan
7905034,6,28020,tetuan
7180126,6,28020,tetuan
7180124,6,28020,tetuan
7905168,6,28020,tetuan
7860651,6,28020,tetuan
7180123,6,28020,tetuan
5197254,6,28020,tetuan
5197253,6,28020,tetuan
7860643,6,28020,tetuan
7860645,6,28020,tetuan
5182680,6,28020,tetuan
5182676,6,28020,tetuan
5197252,6,28020,tetuan
405582,1,28013,centro
411754,1,28013,centro
400839,1,28013,centro
367315,1,28013,centro
407394,1,28013,centro
405962,1,28013,centro
417464,1,28013,centro
412772,1,28013,centro
412922,1,28013,centro
405426,1,28013,centro
383026,1,28013,centro
378456,1,28013,centro
416227,1,28013,centro
389063,1,28013,centro
423317,1,28013,centro
420802,1,28013,centro
367339,1,28013,centro
376639,1,28013,centro
385265,1,28013,centro
372082,1,28013,centro
384068,1,28013,centro
439861,1,28013,centro
400612,1,28013,centro
411884,1,28013,centro
424012,1,28013,centro
421457,1,28013,centro
405013,1,28013,centro
426782,1,28013,centro
427559,1,28013,centro
401393,1,28013,centro
416199,1,28013,centro
374972,1,28013,centro
380213,1,28013,centro
397551,1,28013,centro
379415,1,28013,centro
426331,1,28013,centro
438823,1,28013,centro
412517,1,28013,centro
398954,1,28013,centro
422429,1,28013,centro
372726,1,28013,centro
392795,1,28013,centro
377185,1,28013,centro
407900,1,28013,centro
396120,1,28013,centro
391617,1,28013,centro
385976,1,28013,centro
400849,1,28013,centro
403522,1,28013,centro
8183766,1,28013,centro
8183763,1,28013,centro
8183759,1,28013,centro
8183767,1,28013,centro
8183764,1,28013,centro
8183765,1,28013,centro
8183768,1,28013,centro
7946518,1,28013,centro
7946516,1,28013,centro
5226573,1,28013,centro
7946517,1,28013,centro
7944772,1,28013,centro
7944775,1,28013,centro
7944776,1,28013,centro
7946514,1,28013,centro
7944774,1,28013,centro
7944777,1,28013,centro
7946515,1,28013,centro
7944773,1,28013,centro
7939113,1,28013,centro
7939114,1,28013,centro
7939115,1,28013,centro
7939110,1,28013,centro
7939112,1,28013,centro
7939108,1,28013,centro
7939103,1,28013,centro
7939101,1,28013,centro
7939102,1,28013,centro
7939111,1,28013,centro
7939109,1,28013,centro
7939099,1,28013,centro
7939093,1,28013,centro
7939096,1,28013,centro
7939100,1,28013,centro
7939094,1,28013,centro
7939097,1,28013,centro
7939095,1,28013,centro
7939092,1,28013,centro
7180149,1,28013,centro
7180148,1,28013,centro
7527078,1,28013,centro
7527069,1,28013,centro
7180147,1,28013,centro
7527081,1,28013,centro
7180150,1,28013,centro
7180146,1,28013,centro
7527079,1,28013,centro
7527080,1,28013,centro
7161904,1,28013,centro
7161903,1,28013,centro
7161902,1,28013,centro
7161901,1,28013,centro
7161907,1,28013,centro
7161906,1,28013,centro
7161905,1,28013,centro
7161908,1,28013,centro
7654908,1,28013,centro
7926568,1,28013,centro
7926569,1,28013,centro
7161900,1,28013,centro
7654910,1,28013,centro
7654909,1,28013,centro
7161899,1,28013,centro
7654907,1,28013,centro
7180361,10,28044,latina
5226540,1,28013,centro
7654905,1,28013,centro
5226522,1,28013,centro
5226556,1,28013,centro
7654902,1,28013,centro
7654906,1,28013,centro
5226493,1,28013,centro
7654903,1,28013,centro
7654904,1,28013,centro
5226514,1,28013,centro
5226567,1,28013,centro
5226535,1,28013,centro
5226490,1,28013,centro
5226509,1,28013,centro
5226562,1,28013,centro
5226484,1,28013,centro
5226565,1,28013,centro
5226560,1,28013,centro
5226532,1,28013,centro
5226564,1,28013,centro
5226563,1,28013,centro
5226557,1,28013,centro
5226558,1,28013,centro
7180362,10,28044,latina
5226530,1,28013,centro
5226523,1,28013,centro
5226537,1,28013,centro
5226527,1,28013,centro
5226542,1,28013,centro
5226506,1,28013,centro
5226539,1,28013,centro
5226534,1,28013,centro
5226525,1,28013,centro
5226520,1,28013,centro
5226510,1,28013,centro
5226507,1,28013,centro
5226512,1,28013,centro
5226515,1,28013,centro
5226495,1,28013,centro
5226499,1,28013,centro
5226504,1,28013,centro
5226496,1,28013,centro
5226518,1,28013,centro
5226501,1,28013,centro
7180363,10,28044,latina
5226502,1,28013,centro
5226526,1,28013,centro
5204274,1,28013,centro
5204932,1,28013,centro
5180201,1,28013,centro
5180199,1,28013,centro
5226561,1,28013,centro
5204273,1,28013,centro
5226481,1,28013,centro
5226498,1,28013,centro
5226559,1,28013,centro
5204920,1,28013,centro
5180198,1,28013,centro
5180202,1,28013,centro
5180204,1,28013,centro
5180200,1,28013,centro
5176405,1,28013,centro
4990625,1,28013,centro
5176410,1,28013,centro
5176404,1,28013,centro
4990620,1,28013,centro
4990624,1,28013,centro
5176406,1,28013,centro
5176403,1,28013,centro
5176408,1,28013,centro
5176412,1,28013,centro
4990618,1,28013,centro
4990622,1,28013,centro
4990614,1,28013,centro
7180364,10,28044,latina
4990617,1,28013,centro
4990609,1,28013,centro
4990595,1,28013,centro
4990591,1,28013,centro
4990606,1,28013,centro
4990612,1,28013,centro
4990615,1,28013,centro
4990608,1,28013,centro
4990611,1,28013,centro
4990593,1,28013,centro
4990589,1,28013,centro
4990603,1,28013,centro
4990586,1,28013,centro
7180365,10,28044,latina
4990582,1,28013,centro
4990584,1,28013,centro
4990587,1,28013,centro
4990566,1,28013,centro
4990573,1,28013,centro
4990576,1,28013,centro
4990580,1,28013,centro
4990579,1,28013,centro
4990481,1,28013,centro
4990570,1,28013,centro
4990567,1,28013,centro
4990569,1,28013,centro
4990470,1,28013,centro
4990467,1,28013,centro
4990464,1,28013,centro
4990472,1,28013,centro
4990462,1,28013,centro
4990456,1,28013,centro
4990460,1,28013,centro
4990453,1,28013,centro
4990466,1,28013,centro
4990469,1,28013,centro
4990458,1,28013,centro
4990450,1,28013,centro
4990454,1,28013,centro
4990445,1,28013,centro
4990438,1,28013,centro
4990436,1,28013,centro
4990447,1,28013,centro
4990443,1,28013,centro
4990442,1,28013,centro
4990451,1,28013,centro
4990440,1,28013,centro
7182663,10,28044,latina
4990396,1,28013,centro
4990395,1,28013,centro
4990394,1,28013,centro
4990390,1,28013,centro
4990392,1,28013,centro
4990389,1,28013,centro
4990387,1,28013,centro
4990383,1,28013,centro
4990377,1,28013,centro
4990373,1,28013,centro
4990384,1,28013,centro
4990386,1,28013,centro
4990379,1,28013,centro
5226517,1,28013,centro
4990375,1,28013,centro
5176411,1,28013,centro
5176409,1,28013,centro
5176407,1,28013,centro
405785,1,28013,centro
363261,1,28013,centro
394405,1,28013,centro
3745289,1,28013,centro
5176402,1,28013,centro
3745333,1,28013,centro
7144299,1,28013,centro
7182664,10,28044,latina
7934135,1,28013,centro
7934133,1,28013,centro
7934145,1,28013,centro
7934139,1,28013,centro
7934143,1,28013,centro
7934138,1,28013,centro
7934140,1,28013,centro
7934132,1,28013,centro
7929954,1,28013,centro
7929953,1,28013,centro
7929948,1,28013,centro
3569407,1,28013,centro
7934130,1,28013,centro
3569410,1,28013,centro
7929951,1,28013,centro
3569408,1,28013,centro
3569406,1,28013,centro
7929952,1,28013,centro
7934127,1,28013,centro
4749869,1,28013,centro
4749870,1,28013,centro
4749872,1,28013,centro
4749868,1,28013,centro
3565633,1,28013,centro
4749871,1,28013,centro
7182665,10,28044,latina
3561768,1,28013,centro
7168801,1,28013,centro
3561743,1,28013,centro
3565631,1,28013,centro
7168799,1,28013,centro
3565630,1,28013,centro
5226529,1,28013,centro
3565632,1,28013,centro
7934126,1,28013,centro
371857,1,28013,centro
415842,1,28013,centro
7168800,1,28013,centro
405282,1,28013,centro
399201,1,28013,centro
406038,1,28013,centro
409725,1,28013,centro
378818,1,28013,centro
376250,1,28013,centro
434993,1,28013,centro
7182667,10,28044,latina
420467,1,28013,centro
403011,1,28013,centro
367055,1,28013,centro
427719,1,28013,centro
399031,1,28013,centro
381195,1,28013,centro
430857,1,28013,centro
410521,1,28013,centro
423783,1,28013,centro
394149,1,28013,centro
364396,1,28013,centro
431099,1,28013,centro
412189,1,28013,centro
440918,1,28013,centro
423723,1,28013,centro
394255,1,28013,centro
7182668,10,28044,latina
373913,1,28013,centro
404106,1,28013,centro
399505,1,28013,centro
403636,1,28013,centro
409956,1,28013,centro
415481,1,28013,centro
414511,1,28013,centro
403162,1,28013,centro
379319,1,28013,centro
382968,1,28013,centro
425024,1,28013,centro
383904,1,28013,centro
362655,1,28013,centro
417633,1,28013,centro
406306,1,28013,centro
420223,1,28013,centro
433214,1,28013,centro
437493,1,28013,centro
411453,1,28013,centro
416182,1,28013,centro
389084,1,28013,centro
405629,1,28013,centro
425557,1,28013,centro
383423,1,28013,centro
421316,1,28013,centro
405410,1,28013,centro
395868,1,28013,centro
7239151,8,28029,fuencarral-el pardo
382081,1,28013,centro
391454,1,28013,centro
389478,1,28013,centro
399537,1,28013,centro
394596,1,28013,centro
407793,1,28013,centro
376365,1,28013,centro
410543,1,28013,centro
424800,1,28013,centro
363052,1,28013,centro
407794,1,28013,centro
434674,1,28013,centro
375390,1,28013,centro
400107,1,28013,centro
433257,1,28013,centro
428457,1,28013,centro
7168798,1,28013,centro
380507,1,28013,centro
396769,1,28013,centro
363103,1,28013,centro
419377,1,28013,centro
404934,1,28013,centro
421653,1,28013,centro
457933,1,28013,centro
434083,1,28013,centro
421180,1,28013,centro
7239155,8,28029,fuencarral-el pardo
428329,1,28013,centro
432656,1,28013,centro
390489,1,28013,centro
422543,1,28013,centro
385949,1,28013,centro
419376,1,28013,centro
378158,1,28013,centro
365077,1,28013,centro
457935,1,28013,centro
402289,1,28013,centro
403673,1,28013,centro
380147,1,28013,centro
377580,1,28013,centro
402145,1,28013,centro
411384,1,28013,centro
424122,1,28013,centro
428588,1,28013,centro
367714,1,28013,centro
374224,1,28013,centro
420647,1,28013,centro
457943,1,28013,centro
457939,1,28013,centro
437886,1,28013,centro
394928,1,28013,centro
392980,1,28013,centro
391972,1,28013,centro
430288,1,28013,centro
437531,1,28013,centro
372278,1,28013,centro
393844,1,28013,centro
402899,1,28013,centro
432419,1,28013,centro
431688,1,28013,centro
439397,1,28013,centro
400323,1,28013,centro
425481,1,28013,centro
381956,1,28013,centro
380947,1,28013,centro
392685,1,28013,centro
438142,1,28013,centro
437850,1,28013,centro
423745,1,28013,centro
410390,1,28013,centro
424966,1,28013,centro
372994,1,28013,centro
367112,1,28013,centro
458047,5,28002,chamartin
368290,1,28013,centro
387623,1,28013,centro
391924,1,28013,centro
7239156,8,28029,fuencarral-el pardo
386131,1,28013,centro
380628,1,28013,centro
428344,1,28013,centro
375361,1,28013,centro
391285,1,28013,centro
437425,1,28013,centro
457938,1,28013,centro
380577,1,28013,centro
390043,1,28013,centro
397773,1,28013,centro
362967,1,28013,centro
401350,1,28013,centro
390649,1,28013,centro
393487,1,28013,centro
367942,1,28013,centro
364813,1,28013,centro
