Event_ID,District,Zipcode,coordinate_X,coordinate_Y,Type
11955443,villa de vallecas,28031,448710,4469592,"['ActividadesDeportivas', 'CarrerasMaratones']"
11938028,puente de vallecas,28038,442974,4470850,['Exposiciones']
11768316,centro,28013,439759,4475508,['ProgramacionDestacadaAgendaCultura']
11896780,hortaleza,28043,444516,4479119,['DanzaBaile']
11942841,arganzuela,28045,440586,4471782,['TeatroPerformance']
11940470,fuencarral-el pardo,28029,441699,4482933,['TeatroPerformance']
11944297,arganzuela,28045,440979,4472617,['CineActividadesAudiovisuales']
11887495,fuencarral-el pardo,28029,441386,4482508,['ActividadesDeportivas']
11950903,arganzuela,28045,440946,4471422,['ProgramacionDestacadaAgendaCultura']
11938315,retiro,28007,442345,4474221,['RecitalesPresentacionesActosLiterarios']
11951299,ciudad lineal,28037,444705,4474959,['CineActividadesAudiovisuales']
11717863,retiro,28007,442527,4472618,['ConferenciasColoquios']
11948122,centro,28013,440645,4475347,['RecitalesPresentacionesActosLiterarios']
11930089,centro,28013,440645,4475347,['Exposiciones']
11912801,carabanchel,28025,439136,4471474,['1ciudad21distritos']
11956750,hortaleza,28043,444461,4482397,['RecitalesPresentacionesActosLiterarios']
11938034,centro,28013,439775,4473962,['ConferenciasColoquios']
11938029,centro,28013,439775,4473962,['ConferenciasColoquios']
11938865,fuencarral-el pardo,28029,439867,4481122,['RecitalesPresentacionesActosLiterarios']
11958319,tetuan,28020,439755,4478779,['RecitalesPresentacionesActosLiterarios']
11956824,retiro,28007,442345,4474221,['RecitalesPresentacionesActosLiterarios']
11958551,centro,28013,439723,4475438,['RecitalesPresentacionesActosLiterarios']
11944076,vicalvaro,28032,447278,4472321,['RecitalesPresentacionesActosLiterarios']
11959914,centro,28013,440645,4475347,['RecitalesPresentacionesActosLiterarios']
11942359,centro,28013,440645,4475347,['RecitalesPresentacionesActosLiterarios']
11952723,fuencarral-el pardo,28029,439867,4481122,['RecitalesPresentacionesActosLiterarios']
11897803,centro,28013,440645,4475347,['CineActividadesAudiovisuales']
11940694,fuencarral-el pardo,28029,439867,4481122,['RecitalesPresentacionesActosLiterarios']
11897797,centro,28013,440645,4475347,['CineActividadesAudiovisuales']
11912811,barajas,28042,450961,4480464,['1ciudad21distritos']
11912812,chamartin,28002,442714,4477836,['1ciudad21distritos']
11912815,fuencarral-el pardo,28029,434105,4485730,['1ciudad21distritos']
11912816,villaverde,28021,441277,4466932,['1ciudad21distritos']
11912853,fuencarral-el pardo,28029,434105,4485730,['1ciudad21distritos']
11932143,usera,28026,440301,4469524,['ConferenciasColoquios']
11912115,san blas-canillejas,28022,446636,4477644,['CursosTalleres']
11908599,retiro,28007,441748,4474466,['CuentacuentosTiteresMarionetas']
11948090,usera,28026,441188,4469184,['RecitalesPresentacionesActosLiterarios']
11938208,retiro,28007,442345,4474221,['ConferenciasColoquios']
11938757,villa de vallecas,28031,448550,4470424,['1ciudad21distritos']
11663150,fuencarral-el pardo,28029,441699,4482933,['CuentacuentosTiteresMarionetas']
11902646,fuencarral-el pardo,28029,438848,4482487,['CuentacuentosTiteresMarionetas']
11400136,fuencarral-el pardo,28029,441892,4485296,['CuentacuentosTiteresMarionetas']
11912304,fuencarral-el pardo,28029,439894,4481167,['CuentacuentosTiteresMarionetas']
11958033,villa de vallecas,28031,447107,4470075,['TeatroPerformance']
11744205,salamanca,28001,441476,4475151,['ProgramacionDestacadaAgendaCultura']
11768385,centro,28013,439759,4475508,['ProgramacionDestacadaAgendaCultura']
11903668,san blas-canillejas,28022,448214,4476029,['RecitalesPresentacionesActosLiterarios']
